Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2740,WWE SmackDown vs. Raw 2010,Wii,2009.0,Fighting,THQ,0.51,0.17,0.0,0.07,0.75
7415,WCW Nitro,N64,1998.0,Fighting,THQ,0.17,0.04,0.0,0.0,0.21
12180,Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
3332,Naruto: Ultimate Ninja,PS2,2003.0,Fighting,Atari,0.5,0.02,0.0,0.08,0.61
16143,BlazBlue: Calamity Trigger,PC,2010.0,Fighting,PQube,0.0,0.01,0.0,0.0,0.01
1479,UFC Undisputed 2010,X360,2010.0,Fighting,THQ,0.9,0.31,0.0,0.11,1.33
11868,TMNT: Mutant Melee,GC,2005.0,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07
9510,Last Bronx,SAT,1996.0,Fighting,Sega,0.0,0.0,0.13,0.0,0.13
1289,SoulCalibur IV,PS3,2008.0,Fighting,Ubisoft,0.72,0.41,0.14,0.2,1.47
5762,Naruto: Ninja Destiny (US sales),DS,2006.0,Fighting,Namco Bandai Games,0.31,0.0,0.0,0.0,0.31
14048,Swords,Wii,,Fighting,Unknown,0.03,0.0,0.0,0.0,0.04
2984,Mortal Kombat Mythologies: Sub-Zero,PS,1997.0,Fighting,GT Interactive,0.38,0.26,0.0,0.04,0.68
5598,Tekken 6,PSP,2009.0,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32
3611,Fatal Fury Special,SNES,1994.0,Fighting,Takara,0.0,0.0,0.56,0.0,0.56
12335,Killer Instinct (2013),XOne,2013.0,Fighting,Microsoft Game Studios,0.03,0.03,0.0,0.01,0.06
2060,Dead or Alive 2,PS2,2000.0,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08,1.0
6567,King of Fighters: Maximum Impact,PS2,2004.0,Fighting,Ignition Entertainment,0.13,0.1,0.0,0.03,0.26
6438,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,0.11,0.04,0.09,0.03,0.27
13609,Super Robot Taisen OG Infinite Battle,PS3,2013.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
5570,Bleach: Shattered Blade,Wii,2006.0,Fighting,Sega,0.22,0.01,0.08,0.02,0.33
1878,Virtua Fighter 5,PS3,2007.0,Fighting,Sega,0.29,0.52,0.08,0.2,1.09
3276,Fighters MEGAMiX,SAT,1996.0,Fighting,Sega,0.0,0.0,0.62,0.0,0.62
13678,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015.0,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04
6308,Bishoujo Senshi Sailormoon R,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
13033,Sengoku Basara X,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
13418,Bleach: Soul Carnival,PSP,2008.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
7555,Samurai Spirits (CD),NG,1994.0,Fighting,SNK,0.0,0.0,0.2,0.0,0.2
12513,Marvel Super Heroes,SAT,1997.0,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06
12682,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,SNK,0.0,0.0,0.05,0.0,0.06
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
14667,Wrestle Angels: Survivor 2,PS2,2008.0,Fighting,Tryfirst,0.0,0.0,0.03,0.0,0.03
13557,WarTech: Senko no Ronde,X360,2006.0,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04
14981,Blade Arcus from Shining EX,PS4,2015.0,Fighting,Sega,0.0,0.0,0.02,0.0,0.02
8237,Street Fighter: The Movie,PS,1995.0,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17
1232,Knockout Kings,PS,1997.0,Fighting,Electronic Arts,1.07,0.39,0.0,0.06,1.52
16485,Dragon Ball Z for Kinect,X360,2012.0,Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01
13099,Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
3717,Def Jam: Fight for NY,XB,,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.54
7225,ECW Hardcore Revolution,N64,2000.0,Fighting,Acclaim Entertainment,0.18,0.04,0.0,0.0,0.22
13462,The King of Fighters 2002: Unlimited Match,PS2,2009.0,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04
10503,Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1
2756,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
6190,Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28
4618,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
3419,SoulCalibur V,X360,2012.0,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59
1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011.0,Fighting,Capcom,0.79,0.18,0.03,0.07,1.08
11543,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994.0,Fighting,Sega,0.0,0.0,0.08,0.0,0.08
3919,WWE SmackDown vs. RAW 2007,X360,2006.0,Fighting,THQ,0.44,0.03,0.0,0.04,0.51
9516,BlazBlue: Continuum Shift II,PSP,2011.0,Fighting,PQube,0.03,0.02,0.07,0.01,0.13
14316,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
7393,HBO Boxing,PS,2000.0,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21
11615,Bleach: Heat the Soul 7,PSP,2010.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
11061,Dragon Ball Z: Shin Butouden,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
1340,WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,THQ,0.92,0.38,0.0,0.13,1.44
13703,Capcom Fighting Evolution,XB,2005.0,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04
2469,Street Fighter X Tekken,PS3,2012.0,Fighting,Capcom,0.42,0.22,0.1,0.1,0.84
2791,Persona 4: Arena,PS3,2012.0,Fighting,Atlus,0.3,0.12,0.24,0.07,0.74
2715,Mortal Kombat: Deception,XB,2004.0,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76
12330,Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06
4899,Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.39
158,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55
14368,Pocket Fighter,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03
2516,Killer Instinct Gold,N64,1996.0,Fighting,Nintendo,0.61,0.19,0.0,0.01,0.82
14508,DJ Max Portable 3,PSP,2010.0,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03
10529,Truth or Lies,Wii,2010.0,Misc,THQ,0.04,0.05,0.0,0.01,0.1
8780,Get On Da Mic,PS2,2004.0,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15
2354,SingStar Anthems,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,0.68,0.0,0.2,0.89
6311,Rhythm Thief & the Emperor's Treasure,3DS,2012.0,Misc,Sega,0.07,0.07,0.12,0.01,0.27
7193,Petz: Horse Club,Wii,2008.0,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.22
4475,Just Dance 4,PS3,2012.0,Misc,Ubisoft,0.26,0.12,0.0,0.06,0.44
5957,Just Dance Kids 2,Wii,2011.0,Misc,Ubisoft,0.28,0.0,0.0,0.02,0.29
10582,World Series of Poker 2008: Battle for the Bracelets,PS3,2007.0,Misc,Activision,0.08,0.01,0.0,0.01,0.1
15281,Jinsei Game Wii,Wii,2007.0,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02
10330,The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11
13468,Cheer We Go!,DS,2010.0,Misc,Natsume,0.04,0.0,0.0,0.0,0.04
4411,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004.0,Misc,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44
5690,DJ Hero,PS2,2009.0,Misc,Activision,0.1,0.02,0.0,0.2,0.32
5474,Family Party: 90 Great Games Party Pack,Wii,2010.0,Misc,D3Publisher,0.31,0.0,0.0,0.02,0.33
11528,Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,,0.06,0.02,0.0,0.0,0.08
6929,Pictionary: Ultimate Edition,X360,2011.0,Misc,THQ,0.16,0.05,0.0,0.02,0.24
8801,Theatrhythm Dragon Quest,3DS,2015.0,Misc,Square Enix,0.0,0.0,0.15,0.0,0.15
5512,Hatsune Miku: Project Diva Extend,PSP,2011.0,Misc,Sega,0.0,0.0,0.33,0.0,0.33
9309,World Championship Poker 2: Featuring Howard Lederer,PSP,2005.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.14
11913,Moxie Girlz,DS,2011.0,Misc,GameMill Entertainment,0.07,0.0,0.0,0.0,0.07
11518,Shonen Jump's One Piece: Pirates Carnival,GC,2005.0,Misc,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
10063,Grease,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.11
16019,Cosmetic Paradise: Make no Kiseki,DS,2008.0,Misc,Global A Entertainment,0.0,0.0,0.01,0.0,0.01
15746,Postman Pat: Special Delivery Service,DS,2009.0,Misc,GSP,0.0,0.01,0.0,0.0,0.02
14932,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009.0,Misc,PlayV,0.0,0.02,0.0,0.0,0.02
7535,CandyLand / Chutes & Ladders / Memory,GBA,2005.0,Misc,Zoo Digital Publishing,0.15,0.05,0.0,0.0,0.2
13619,Hana to Ikimo no Rittai Zukan,3DS,2011.0,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04
8969,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15
3597,Monster High: Ghoul Spirit,Wii,2011.0,Misc,THQ,0.44,0.08,0.0,0.04,0.56
9512,Momotaro Douchuuki,SAT,1997.0,Misc,Hudson Soft,0.0,0.0,0.13,0.0,0.13
15195,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010.0,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
14040,Mahjong Taikai,DS,2004.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13887,Hatsune Miku: Project Diva X,PS4,2016.0,Misc,Sega,0.01,0.0,0.02,0.0,0.04
2569,ABBA: You Can Dance,Wii,2011.0,Misc,Ubisoft,0.19,0.5,0.0,0.11,0.8
13598,Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016.0,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04
14453,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
7412,World Series of Poker,PSP,2005.0,Misc,Activision,0.19,0.0,0.0,0.02,0.21
13399,Mahjong 3D: Warriors of the Emperor,3DS,2011.0,Misc,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
7953,Kuma-Tomo,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
7729,The Naked Brothers Band: The Video Game,DS,2008.0,Misc,THQ,0.18,0.0,0.0,0.01,0.2
10606,Rock Band 3,DS,2010.0,Misc,MTV Games,0.09,0.01,0.0,0.01,0.1
1581,Wheel of Fortune,PS,1998.0,Misc,Hasbro Interactive,0.99,0.22,0.0,0.04,1.26
5549,"Carnival Games: Monkey See, Monkey Do!",X360,2011.0,Misc,Take-Two Interactive,0.14,0.16,0.0,0.03,0.33
2523,Guitar Hero: Warriors of Rock,PS3,2010.0,Misc,Activision,0.33,0.35,0.0,0.14,0.82
8697,Block Party,Wii,2008.0,Misc,Activision,0.14,0.0,0.0,0.01,0.16
11798,The Idolm@ster: Live for You!,X360,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
8091,Jampack Vol. 1,PS,1996.0,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18
16069,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010.0,Misc,Hackberry,0.0,0.0,0.01,0.0,0.01
14513,Casino Chaos With Las Vegas Players Collection,PC,2011.0,Misc,THQ,0.03,0.0,0.0,0.0,0.03
8061,Let's TAP,Wii,2008.0,Misc,Sega,0.09,0.06,0.01,0.02,0.18
2844,Jampack Winter 2001,PS2,2001.0,Misc,Sony Computer Entertainment,0.35,0.28,0.0,0.09,0.72
3022,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,2006.0,Misc,Rocket Company,0.0,0.0,0.67,0.0,0.67
12719,Wantame Fortune Channel,DS,2007.0,Misc,Capcom,0.0,0.0,0.06,0.0,0.06
8598,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006.0,Misc,TDK Core,0.0,0.0,0.16,0.0,0.16
11728,My Fun Facts Coach,DS,2008.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08
15681,50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
1638,Game & Watch Gallery 2,GB,1997.0,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007.0,Misc,Gakken,0.0,0.0,0.02,0.0,0.02
5573,Pinball Hall of Fame: The Gottlieb Collection,PS2,2004.0,Misc,Play It,0.16,0.12,0.0,0.04,0.33
15056,Board Game: Top Shop,PS,1999.0,Misc,Success,0.01,0.01,0.0,0.0,0.02
6564,Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.18,0.07,0.0,0.0,0.26
11041,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006.0,Misc,Sega,0.0,0.0,0.09,0.0,0.09
14298,Gotouchi Kenkei DS,DS,2006.0,Misc,Spike,0.0,0.0,0.03,0.0,0.03
15846,Otona no Renai Shousetsu: Harlequin Selection,DS,2010.0,Misc,Nintendo,0.0,0.0,0.02,0.0,0.02
8965,Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15
13325,World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006.0,Misc,Activision,0.04,0.0,0.0,0.0,0.05
11880,Stacked with Daniel Negreanu,PS2,2006.0,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07
5255,Monopoly,PS3,2008.0,Misc,Electronic Arts,0.25,0.06,0.0,0.04,0.36
1768,Kaboom!,2600,1980.0,Misc,Activision,1.07,0.07,0.0,0.01,1.15
4945,Just Dance 4,WiiU,2012.0,Misc,Ubisoft,0.22,0.14,0.0,0.03,0.39
832,Dance Central 2,X360,2011.0,Misc,Microsoft Game Studios,1.45,0.42,0.01,0.16,2.04
5644,Karaoke Revolution Volume 3,PS2,2004.0,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32
1274,Buzz! The BIG Quiz,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49
1544,Yakuman,GB,1989.0,Misc,Nintendo,0.0,0.0,1.28,0.0,1.28
6005,Def Jam Rapstar,X360,2010.0,Misc,Konami Digital Entertainment,0.25,0.03,0.0,0.02,0.29
5739,Tiny Toon Adventures: The Great Beanstalk,PS,1998.0,Misc,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
5942,Guitar Hero: Van Halen,X360,2009.0,Misc,Activision,0.16,0.1,0.0,0.03,0.3
1176,Guitar Hero 5,Wii,2009.0,Misc,Activision,0.94,0.49,0.0,0.15,1.58
1147,Buzz! The Music Quiz,PS2,2005.0,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61
10715,Rio,X360,2011.0,Misc,THQ,0.05,0.03,0.0,0.01,0.1
4911,Dancing with the Stars: We Dance!,DS,2008.0,Misc,Activision,0.36,0.0,0.0,0.03,0.39
7471,Heisei Kyouiku linkai DS,DS,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21
5228,Just Dance 2016,X360,2015.0,Misc,Ubisoft,0.23,0.1,0.0,0.03,0.36
14090,FunkMaster Flex's Digital Hitz Factory,PS2,2003.0,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.04
11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.0,0.0,0.08
684,Just Dance Kids,Wii,2010.0,Misc,Ubisoft,1.57,0.56,0.0,0.19,2.32
8291,Hello Kitty: Happy Party Pals,GBA,2005.0,Misc,THQ,0.12,0.05,0.0,0.0,0.17
9871,Vacation Isle: Beach Party,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12
6448,"Barbie: Jet, Set & Style!",Wii,2011.0,Misc,THQ,0.23,0.01,0.0,0.02,0.26
2200,The SpongeBob SquarePants Movie,GC,2004.0,Platform,THQ,0.73,0.19,0.0,0.03,0.94
10462,Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1
14782,The Adventures of Lomax,PS,1996.0,Platform,Psygnosis,0.01,0.01,0.0,0.0,0.03
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
10875,Scaler,PS2,2004.0,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09
10575,The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1
7187,Super Adventure Island,SNES,1992.0,Platform,Hudson Soft,0.0,0.0,0.22,0.0,0.22
3694,The SpongeBob SquarePants Movie,XB,2004.0,Platform,THQ,0.4,0.12,0.0,0.02,0.54
3263,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000.0,Platform,Eidos Interactive,0.34,0.23,0.0,0.04,0.62
2633,Secret Agent Barbie: Royal Jewels Mission,GBA,2002.0,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78
10671,Over the Hedge,XB,2006.0,Platform,Activision,0.07,0.02,0.0,0.0,0.1
3792,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53
775,Kirby's Epic Yarn,Wii,2010.0,Platform,Nintendo,1.47,0.09,0.45,0.11,2.12
3750,Popeye,2600,1982.0,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54
6330,Ty the Tasmanian Tiger,GC,2002.0,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27
14326,Tork: Prehistoric Punk,XB,2005.0,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
330,Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
16162,Malice,XB,2004.0,Platform,Evolved Games,0.01,0.0,0.0,0.0,0.01
788,Scooby-Doo! Night of 100 Frights,PS2,2002.0,Platform,THQ,1.17,0.72,0.0,0.22,2.1
5610,The Legend of Spyro: Dawn of the Dragon,X360,2008.0,Platform,Vivendi Games,0.16,0.13,0.0,0.03,0.32
3206,Super Castlevania IV,SNES,1991.0,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63
11419,Ultimate Ghosts 'n Goblins,PSP,2006.0,Platform,Capcom,0.07,0.01,0.0,0.01,0.08
11223,Cloudy With a Chance of Meatballs,X360,2009.0,Platform,Ubisoft,0.07,0.01,0.0,0.01,0.09
8747,Tak: The Great Juju Challenge,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15
149,LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92
1032,Crash Bandicoot: The Huge Adventure,GBA,2002.0,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73
4537,Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43
4469,Wario World,GC,2003.0,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44
5356,The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.25,0.09,0.0,0.01,0.34
6816,DK: King of Swing,GBA,2005.0,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24
6629,Ice Age 2: The Meltdown,GBA,2006.0,Platform,Vivendi Games,0.18,0.07,0.0,0.0,0.25
6741,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005.0,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25
3776,Gex 3: Deep Cover Gecko,PS,1999.0,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53
11905,Pitfall: The Lost Expedition,GBA,2003.0,Platform,Activision,0.05,0.02,0.0,0.0,0.07
438,Sonic Rush,DS,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15
1115,Kirby & the Amazing Mirror,GBA,2004.0,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64
6257,Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000.0,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
14309,Sonic Boom: Fire & Ice,3DS,2016.0,Platform,Sega,0.03,0.0,0.0,0.0,0.03
2332,Castlevania: Circle of the Moon,GBA,2001.0,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89
8268,PlayStation Move Heroes,PS3,2011.0,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17
4575,The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42
7165,Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010.0,Platform,D3Publisher,0.13,0.06,0.0,0.04,0.22
5963,Tom and Jerry Tales,DS,2006.0,Platform,Warner Bros. Interactive Entertainment,0.21,0.06,0.0,0.02,0.29
6888,Densetsu no Stafi 3,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.23,0.01,0.24
6902,Chibi-Robo! Zip Lash,3DS,2015.0,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
6725,Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010.0,Platform,D3Publisher,0.12,0.09,0.0,0.04,0.25
13610,Scaler,XB,2004.0,Platform,Global Star,0.03,0.01,0.0,0.0,0.04
2016,Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.33,0.01,0.14,1.03
14310,The Flintstones: Big Trouble in Bedrock,GBA,2001.0,Platform,Swing! Entertainment,0.02,0.01,0.0,0.0,0.03
9346,Bratz,GBA,2002.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13
2326,Madagascar,GBA,2005.0,Platform,Activision,0.62,0.24,0.0,0.03,0.89
3593,Mega Man X2,SNES,1993.0,Platform,Laguna,0.09,0.02,0.45,0.0,0.56
10015,Pac 'n Roll,DS,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11
5848,Lizzie McGuire 3: Homecoming Havoc,GBA,2005.0,Platform,Disney Interactive Studios,0.22,0.08,0.0,0.01,0.3
11417,Cloudy With a Chance of Meatballs,PSP,2009.0,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08
11819,I-Ninja,XB,2003.0,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07
7494,X2: Wolverine's Revenge,XB,2003.0,Platform,Activision,0.15,0.04,0.0,0.01,0.21
6469,Tomba!,PS,1997.0,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26
12762,Doraemon 4: Nobita to Toki no Okoku,SNES,1995.0,Platform,Epoch,0.0,0.0,0.06,0.0,0.06
14375,Sitting Ducks,GBA,2003.0,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03
1626,Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23
5536,Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33
1553,Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27
