Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10865,PAC-MAN and the Ghostly Adventures,3DS,2013.0,Platform,Namco Bandai Games,0.05,0.04,0.0,0.01,0.09
1726,Sonic Rush Adventure,DS,2007.0,Platform,Sega,0.54,0.49,0.01,0.12,1.17
1915,Disney's Lilo & Stitch,GBA,2002.0,Platform,Ubisoft,0.77,0.29,0.0,0.02,1.08
9618,Garfield's Fun Fest,DS,2008.0,Platform,Zoo Digital Publishing,0.07,0.04,0.0,0.01,0.13
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994.0,Platform,Konami Digital Entertainment,0.0,0.0,0.36,0.0,0.36
9730,Lemony Snicket's A Series of Unfortunate Events,XB,2004.0,Platform,Activision,0.09,0.03,0.0,0.0,0.12
8944,Crash: Twinsanity,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15
11674,Pac-Man World 3,PSP,2005.0,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08
6102,Earthworm Jim,GBA,2001.0,Platform,Interplay,0.2,0.08,0.0,0.01,0.29
14162,Sabre Wulf,GBA,,Platform,THQ,0.02,0.01,0.0,0.0,0.03
10265,Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11
9494,Secret Agent Clank,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
12120,N+,DS,2007.0,Platform,Atari,0.06,0.0,0.0,0.0,0.07
914,Ratchet & Clank Future: A Crack in Time,PS3,2009.0,Platform,Sony Computer Entertainment,1.05,0.54,0.03,0.26,1.88
2236,Castlevania II: Simon's Quest,NES,1987.0,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0.0,0.93
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005.0,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13
13102,Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05
11626,Skeleton Warriors,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,0.08
11015,Space Chimps,Wii,2008.0,Platform,Brash Entertainment,0.08,0.0,0.0,0.01,0.09
3166,The Princess and the Frog,DS,2009.0,Platform,Disney Interactive Studios,0.41,0.17,0.0,0.06,0.64
9117,Scooby-Doo! Night of 100 Frights,XB,2003.0,Platform,THQ,0.11,0.03,0.0,0.01,0.14
13744,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000.0,Platform,Infogrames,0.03,0.01,0.0,0.0,0.04
3476,Gex: Enter the Gecko,PS,1998.0,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.58
8151,Disney's Tarzan Untamed,GC,2001.0,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18
9452,The Smurfs 2,X360,2013.0,Platform,Ubisoft,0.03,0.09,0.0,0.01,0.13
11049,Castlevania Dracula X,SNES,1995.0,Platform,Konami Digital Entertainment,0.03,0.01,0.05,0.0,0.09
2688,Sonic Unleashed,PS2,2008.0,Platform,Sega,0.37,0.04,0.0,0.36,0.76
16190,Jewel Quest II,PC,2007.0,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01
9754,Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
14700,HotBrain,PSP,2007.0,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03
15501,Azada,3DS,2012.0,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02
1010,Yoshi,NES,1991.0,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75
2908,Super Bomberman 3,SNES,1994.0,Puzzle,Hudson Soft,0.0,0.0,0.7,0.0,0.7
16427,Real Crimes: The Unicorn Killer,DS,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
11924,Make 10: A Journey of Numbers,DS,2007.0,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07
15607,Aqua Panic!,DS,2009.0,Puzzle,Neko Entertainment,0.01,0.01,0.0,0.0,0.02
741,High School Musical: Makin' the Cut!,DS,2007.0,Puzzle,Disney Interactive Studios,1.06,0.91,0.0,0.23,2.2
13644,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011.0,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.04
15594,Puzzle Guzzle,PSP,2007.0,Puzzle,DHM Interactive,0.02,0.0,0.0,0.0,0.02
13347,Bubble Bobble Revolution,DS,2005.0,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05
3500,Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58
11467,Qubed,X360,2009.0,Puzzle,Atari,0.07,0.0,0.0,0.01,0.08
14167,Cake Mania: Baker's Challenge,PSP,2008.0,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03
6886,Are You Smarter than a 5th Grader? Game Time,DS,2009.0,Puzzle,THQ,0.22,0.0,0.0,0.02,0.24
3566,Ms. Pac-Man Maze Madness,GBA,2004.0,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56
14009,Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04
14637,Merv Griffin's Crosswords,DS,2008.0,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03
10459,Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1
14423,Bubble Bobble Evolution,PSP,2006.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03
2042,Pong: The Next Level,PS,1998.0,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01
9100,Pipe Mania,PS2,2008.0,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14
14487,Super Collapse! II,GBA,2004.0,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
11480,Wetrix,N64,1998.0,Puzzle,Ocean,0.06,0.02,0.0,0.0,0.08
770,Tetris DS,DS,2006.0,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13
2481,Q*bert,PS,1999.0,Puzzle,Atari,0.46,0.32,0.0,0.05,0.84
3038,TV Show King Party,Wii,2008.0,Puzzle,Ubisoft,0.18,0.41,0.0,0.08,0.67
647,Tetris Plus,PS,1996.0,Puzzle,JVC,2.1,0.24,0.0,0.07,2.4
12587,3D Lemmings,PS,1995.0,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06
9825,Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12
7683,Bust-A-Move 2 Arcade Edition,PS,1995.0,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2
2003,Bomberman 64,N64,1997.0,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04
7927,Pictionary,DS,2010.0,Puzzle,THQ,0.1,0.07,0.0,0.02,0.19
12975,Zoo Quest: Puzzle Fun!,DS,2008.0,Puzzle,JoWood Productions,0.05,0.0,0.0,0.0,0.05
3840,We Love Katamari,PS2,2005.0,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52
11670,PQ: Practical Intelligence Quotient,PSP,2005.0,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08
5600,Beautiful Katamari,X360,2007.0,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32
15338,Mystery Tales 2: The Spirit Mask,DS,2011.0,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.02
4453,Bomberman II,NES,1991.0,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44
6065,Feel the Magic XY/XX,DS,2004.0,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29
15239,Puyo Puyo! 15th Anniversary,PSP,2007.0,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02
11777,Santa Claus Is Comin' to Town!,DS,2011.0,Puzzle,Crave Entertainment,0.07,0.0,0.0,0.01,0.07
13665,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008.0,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04
6297,Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27
8276,Sudoku Gridmaster,DS,2006.0,Puzzle,Nintendo,0.13,0.03,0.0,0.01,0.17
9531,Puzzle de Harvest Moon,DS,2007.0,Puzzle,Natsume,0.12,0.0,0.0,0.01,0.13
6910,Scrabble (Others sales),DS,2009.0,Puzzle,Ubisoft,0.0,0.24,0.0,0.0,0.24
14274,Jig-A-Pix: Wild World,DS,2009.0,Puzzle,Zushi Games,0.03,0.01,0.0,0.0,0.03
7236,Jewel Quest: Expeditions,DS,2007.0,Puzzle,Avanquest,0.03,0.18,0.0,0.01,0.22
12786,Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.06
11497,Soul Bubbles,DS,2008.0,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01,0.08
5208,Tetrisphere,N64,1997.0,Puzzle,Nintendo,0.29,0.06,0.0,0.0,0.36
14383,Doodle Hex,DS,2008.0,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03
12436,Bubble Bobble: Old & New,GBA,2002.0,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06
15082,Treasure Chase,DS,2011.0,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02
4301,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015.0,Puzzle,Nintendo,0.05,0.05,0.34,0.01,0.46
16467,Egg Mania: Eggstreme Madness,GC,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01
15625,Tiny Toon Adventures: Wacky Stackers,GBA,2001.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.02
13212,ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
2555,The Next Tetris,PS,1998.0,Puzzle,Atari,0.45,0.31,0.0,0.05,0.81
1054,Personal Trainer: Math,DS,2007.0,Puzzle,Nintendo,0.49,1.12,0.0,0.09,1.7
5634,Kirby's Block Ball,GB,1995.0,Puzzle,Nintendo,0.0,0.0,0.32,0.0,0.32
11110,Super Puzzle Fighter II,GBA,,Puzzle,Capcom,0.06,0.02,0.0,0.0,0.09
7060,Neopets Puzzle Adventure,Wii,2008.0,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23
13621,Platinum Sudoku,DS,2007.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.04
846,TouchMaster,DS,2007.0,Puzzle,Midway Games,0.49,1.27,0.0,0.25,2.01
15262,Jelly Belly: Ballistic Beans,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
15080,Line Rider 2: Unbound,Wii,2008.0,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02
3662,CrossworDS,DS,2008.0,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55
2515,Clu Clu Land,NES,1984.0,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82
4231,Classic NES Series: Pac-Man,GBA,2004.0,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46
14506,Marble Madness / Klax,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
5717,Bust-A-Move Universe,3DS,2011.0,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31
1772,Qix,GB,1990.0,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15
12515,Bust-A-Move '99,N64,1998.0,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
10672,Sneakers,XB,2002.0,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1
10207,Go! Sudoku (JP sales),PSP,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11
10926,Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,Electronic Arts,0.08,0.01,0.0,0.01,0.09
8542,Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.15,0.0,0.0,0.01,0.16
4450,Ms. Pac-Man Maze Madness,PS,2000.0,Puzzle,Namco Bandai Games,0.25,0.17,0.0,0.03,0.44
16231,Double Sequence: The Q-Virus Invasion,DS,2008.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
4086,Scrabble 2007 Edition,DS,2007.0,Puzzle,Ubisoft,0.0,0.48,0.0,0.0,0.48
9989,Puzzler World 2,DS,2010.0,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.12
2704,Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,THQ,0.29,0.39,0.0,0.08,0.76
4496,Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43
3546,Super Bomberman,SNES,1992.0,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57
12382,Sudoku Ball Detective,DS,2009.0,Puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06
2388,Pictionary,Wii,2010.0,Puzzle,THQ,0.61,0.19,0.0,0.07,0.87
16062,Alfa Romeo Racing Italiano,PS2,2005.0,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.01
10697,F1 2014,PC,2014.0,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1
6109,Monster 4x4: Masters of Metal,PS2,2003.0,Racing,Ubisoft,0.14,0.11,0.0,0.04,0.28
12523,IHRA Professional Drag Racing 2005,XB,2004.0,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06
11627,Ford vs. Chevy,XB,2005.0,Racing,Global Star,0.06,0.02,0.0,0.0,0.08
2720,Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76
6885,Juiced 2: Hot Import Nights,DS,2007.0,Racing,THQ,0.22,0.0,0.0,0.02,0.24
7967,MotoGP,Wii,2009.0,Racing,Capcom,0.05,0.11,0.0,0.02,0.19
629,Midnight Club: Los Angeles,PS3,2008.0,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45
3338,Monster Trucks,GBA,2004.0,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6
4055,WipEout Pulse,PS2,2009.0,Racing,Sony Computer Entertainment,0.0,0.15,0.0,0.33,0.49
1532,Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts,1.0,0.17,0.02,0.1,1.29
9058,Ford Racing Off Road,PSP,2008.0,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14
11391,Grand Prix Challenge,PS2,2002.0,Racing,Atari,0.04,0.03,0.0,0.01,0.08
7552,Saturday Night Speedway,PS2,2004.0,Racing,Play It,0.1,0.08,0.0,0.03,0.2
6743,Dreamworks Madagascar Kartz,X360,2009.0,Racing,Activision,0.14,0.09,0.0,0.02,0.25
8726,Driven,PS2,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15
1836,GRID,PS3,2008.0,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11
11235,Indianapolis 500 Legends,DS,2007.0,Racing,Destineer,0.08,0.0,0.0,0.01,0.09
8940,F1 2011,PSV,2011.0,Racing,Codemasters,0.03,0.08,0.01,0.03,0.15
10777,MotoGP 2,XB,2003.0,Racing,THQ,0.07,0.02,0.0,0.0,0.1
3235,MySims Racing,DS,2009.0,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63
9797,Rush,PSP,2006.0,Racing,Midway Games,0.11,0.0,0.0,0.01,0.12
8320,Tokyo Xtreme Racer,DC,1999.0,Racing,Genki,0.0,0.0,0.17,0.0,0.17
609,Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
10897,Freekstyle,GC,2002.0,Racing,Electronic Arts,0.07,0.02,0.0,0.0,0.09
11612,Gadget Racers,PS2,2000.0,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,0.08
11678,Need for Speed: Most Wanted,PC,2012.0,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08
8470,Vehicular Combat League presents Motor Mayhem,PS2,2001.0,Racing,Atari,0.08,0.06,0.0,0.02,0.16
11047,V-Rally Edition 99,N64,1998.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09
9093,OutRun 2,XB,2004.0,Racing,Sega,0.11,0.03,0.0,0.01,0.14
9862,DreamWorks Super Star Kartz,3DS,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.12
16577,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,2008.0,Racing,Takara Tomy,0.0,0.0,0.01,0.0,0.01
1734,Rage Racer,PS,1996.0,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
3190,F1 2013,PS3,2013.0,Racing,Codemasters,0.01,0.45,0.03,0.15,0.63
6749,Fuel,PS3,2009.0,Racing,Codemasters,0.08,0.12,0.0,0.05,0.25
12176,Mega Man: Battle & Chase,PS,1997.0,Racing,Capcom,0.0,0.0,0.06,0.0,0.07
5226,ATV/Monster Truck Mayhem,DS,2007.0,Racing,"Destination Software, Inc",0.33,0.0,0.0,0.02,0.36
1527,Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29
16192,Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
6026,Top Gear Overdrive,N64,1998.0,Racing,Kemco,0.23,0.06,0.0,0.0,0.29
14553,Pimp My Ride: Street Racing,DS,2009.0,Racing,Activision,0.03,0.0,0.0,0.0,0.03
10012,NASCAR 07,PS2,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11
5049,Rogue Trip: Vacation 2012,PS,1998.0,Racing,GT Interactive,0.21,0.14,0.0,0.02,0.38
8109,Burnout Legends,DS,2005.0,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18
3959,Midnight Club II,XB,2003.0,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5
7628,IHRA Drag Racing 2004,XB,2003.0,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2
6969,Hot Wheels: Beat That!,DS,2007.0,Racing,Activision,0.22,0.0,0.0,0.02,0.23
13895,WRC: FIA World Rally Championship,PSP,2005.0,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.01,0.04
70,Gran Turismo 2,PS,1999.0,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49
1380,NASCAR 2005: Chase for the Cup,PS2,2004.0,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41
4067,F1 2014,PS3,2014.0,Racing,Codemasters,0.07,0.31,0.02,0.08,0.49
15954,Choro Q,PS2,2003.0,Racing,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.02
6494,Need for Speed: Most Wanted,GBA,2005.0,Racing,Electronic Arts,0.19,0.07,0.0,0.0,0.26
10721,Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1
6651,Cars,X360,2006.0,Racing,THQ,0.22,0.02,0.0,0.02,0.25
15919,Powerbike,DS,2009.0,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02
43,Mario Kart 7,3DS,2011.0,Racing,Nintendo,4.74,3.91,2.67,0.89,12.21
5859,Cart World Series,PS,1997.0,Racing,Sony Computer Entertainment,0.17,0.11,0.0,0.02,0.3
11690,R: Racing Evolution,GC,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
10385,Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11
2466,ATV Quad Power Racing 2,PS2,2003.0,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84
884,Jet Moto 2,PS,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94
13193,MTX Mototrax,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.0,0.05
9998,GT Advance 2: Rally Racing,GBA,2001.0,Racing,THQ,0.08,0.03,0.0,0.0,0.11
1022,Cruis'n USA,N64,1996.0,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74
12517,Polaris SnoCross,N64,2000.0,Racing,Vatical Entertainment,0.05,0.01,0.0,0.0,0.06
15873,V-Rally 3,XB,2003.0,Racing,Atari,0.01,0.0,0.0,0.0,0.02
7179,MotoGP 09/10,PS3,2010.0,Racing,Capcom,0.05,0.13,0.0,0.04,0.22
2004,Jeremy McGrath Supercross 98,PS,1998.0,Racing,Acclaim Entertainment,0.91,0.1,0.0,0.03,1.04
5991,FlatOut: Head On,PSP,2008.0,Racing,Empire Interactive,0.13,0.11,0.0,0.06,0.29
3587,Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56
3026,Need For Speed: Undercover,Wii,2008.0,Racing,Electronic Arts,0.27,0.32,0.0,0.07,0.67
3340,Wave Race: Blue Storm,GC,2001.0,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6
15051,Total Immersion Racing,XB,2002.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.02
14923,Spy Hunter / Super Sprint,GBA,2005.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02
11983,Aero Gauge,N64,1997.0,Racing,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07
1980,The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05
6903,4x4 EVO 2,XB,2001.0,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24
273,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
14345,Dodge Racing: Charger vs Challenger,DS,2009.0,Racing,Zushi Games,0.03,0.0,0.0,0.0,0.03
9432,Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
8011,MotoGP 14,PS4,2014.0,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.04,0.18
12926,TrackMania Turbo: Build to Race,DS,2010.0,Racing,Ubisoft,0.03,0.02,0.0,0.01,0.05
13032,Batman: Gotham City Racer,PS,2001.0,Racing,Ubisoft,0.03,0.02,0.0,0.0,0.05
12924,Tour de France 2011,X360,,Racing,Focus Home Interactive,0.0,0.05,0.0,0.01,0.05
15402,Motocross Mania 3,XB,2005.0,Racing,Take-Two Interactive,0.01,0.0,0.0,0.0,0.02
4210,Cars: Race-O-Rama,PS2,2009.0,Racing,THQ,0.27,0.03,0.0,0.17,0.47
499,Need for Speed: Most Wanted,PS3,2012.0,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
634,Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,0.87,0.98,0.0,0.59,2.44
16511,The Rise of the Argonauts,PC,2008.0,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01
7138,Justice League Heroes,PSP,2006.0,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22
12473,Warriors of the Lost Empire,PSP,2007.0,Role-Playing,Mercury Games,0.05,0.0,0.0,0.01,0.06
8244,SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17
458,Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
5974,Guardian Heroes,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.29,0.0,0.29
4520,InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43
3429,Final Fantasy Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.59
13262,Sword Art Online: Game Director's Edition,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
8792,Tears to Tiara II: Heir of the Overlord,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15
14339,Dragon's Dogma Online,PS3,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
3430,Dark Souls II,PS4,2015.0,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,0.08,0.59
15063,DemiKids: Dark Version,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02
3830,Spectrobes: Beyond the Portals,DS,2008.0,Role-Playing,Disney Interactive Studios,0.37,0.11,0.0,0.04,0.52
6952,DC Universe Online,PC,2011.0,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24
1988,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.58,0.06,0.37,0.04,1.05
15789,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009.0,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02
16484,Dengeki Gakuen RPG: Cross of Venus Special,DS,2011.0,Role-Playing,ASCII Media Works,0.0,0.0,0.01,0.0,0.01
1602,Tales of Xillia,PS3,2011.0,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24
